url,name,description,source,location,domain
https://www.flexport.com/,Flexport,"Flexport is an international freight forwarder built around a modern technology stack. The company provides air freight, ocean freight and other vital supply chain services to high-growth brands around the world.",https://foundersfund.com/portfolio/,International,Logistics
https://flocksafety.com/,Flock Safety,"Flock Safety is a public safety operating system that helps communities and law enforcement in thousands of cities work together to eliminate crime, protect privacy, and mitigate bias.",https://foundersfund.com/portfolio/,United States,Analytics & Software
https://goforward.com/,Forward,"Forward provides personalized primary care, combining world-class doctors with advanced medical technology including genetics, cancer screening and wellness tracking.",https://foundersfund.com/portfolio/,,Biotechnology & Health
https://found.com/,Found,"Found provides an all-in-one banking solution for small businesses and the self-employed with integrated bookkeeping, taxes, and invoicing.",https://foundersfund.com/portfolio/,,Finance
https://freeform.com/,Freeform,Freeform provides metal 3D printing at scale for all industries.,https://foundersfund.com/portfolio/,,3D Printing
https://www.geckorobotics.com/,Gecko Robotics,"Gecko Robotics is a leader in robotics and industrial asset management software, whose mission is “To protect today’s critical infrastructure, and give form to tomorrow’s.",https://foundersfund.com/portfolio/,,Robotics and Industrial Asset Management
https://gotenna.com/,goTenna,goTenna’s mesh networks create programmable mobile infrastructure that advance universal access to connectivity.,https://foundersfund.com/portfolio/,,Mobile Infrastructure
https://www.impulse.space/,Impulse Space,Impulse Space is accelerating the future in space through efficient transportation anywhere.,https://foundersfund.com/portfolio/,,Space Transportation
https://www.kavak.com/,Kavak,Kavak is the leading marketplace for pre-owned cars in emerging markets.,https://foundersfund.com/portfolio/,Mexico,Consumer Internet & Media
https://leaflink.com/,LeafLink,"LeafLink’s unified b2b platform has revolutionized the way cannabis brands, distributors, and retailers manage their operations and grow their businesses.",https://foundersfund.com/portfolio/,,Cannabis
https://ltse.com/,Long-Term Stock Exchange,LTSE is designing a new public markets experience for modern companies and investors committed to long-term success.,https://foundersfund.com/portfolio/,,Finance
https://www.lyft.com/,Lyft,"Lyft’s friendly, affordable peer-to-peer ridesharing model is transforming modern transportation.",https://foundersfund.com/portfolio/,United States,Transportation
https://material.io/,Material,"Material provides visibility, defense-in-depth, and security infrastructure for Microsoft 365 and Google Workspace.",https://foundersfund.com/portfolio/,,Analytics & Software
https://modernanimal.com/,Modern Animal,Modern Animal is a new kind of veterinary clinic for animals and their humans.,https://foundersfund.com/portfolio/,,Biotechnology & Health
https://www.joinmodernhealth.com/,Modern Health,Modern Health is a mental wellness platform that combines evidence-based psychology principles with modern technology and design to support the mental health needs of global companies and their employees.,https://foundersfund.com/portfolio/,,Biotechnology & Health
https://www.mosaic.tech/,Mosaic,"Mosaic is the first Strategic Finance Platform for agile planning, real-time reporting and better decision making.",https://foundersfund.com/portfolio/,,Analytics & Software
https://nanotronics.co/,Nanotronics,"Nanotronics is a leading developer of optical inspection tools for the semiconductor industry, using both hardware and software to provide industrial-scale, high-throughput, super-resolution imaging systems.",https://foundersfund.com/portfolio/,,Semiconductor Industry
https://neon.io/,Neon,Neon is a multi-cloud Serverless Postgres provider that provides scale-to-zero pricing for modern applications.,https://foundersfund.com/portfolio/,,Software
https://neuralink.com/,Neuralink,Neuralink is developing ultra-high bandwidth brain-machine interfaces to connect humans and computers.,https://foundersfund.com/portfolio/,,Advanced Machines & Intelligence
https://www.newfront.com/,Newfront,"Newfront is transforming risk management, employee experience, insurance, and retirement solutions by building the modern insurance platform.",https://foundersfund.com/portfolio/,,Insurance
https://foundersfund.com/portfolio/,NewLimit,Radically extending human healthspan.,https://foundersfund.com/portfolio/,,Biotechnology & Health
https://nianticlabs.com/,Niantic,"Niantic is building augmented reality games, apps and a state-of-the-art platform for current and future generations of AR hardware.",https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://nubank.com.br/,Nubank,"Nubank, the leading fintech company in Latin America, is redesigning the credit card experience in Brazil to reduce complexity and empower people.",https://foundersfund.com/portfolio/,Brazil,Finance
https://www.oculus.com/,Oculus,"Oculus develops virtual reality platforms and products that let people experience anything, with anyone.",https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://openai.com/,OpenAI,OpenAI is a research and deployment company whose mission is to create safe and powerful AI that benefits all of humanity.,https://foundersfund.com/portfolio/,,AI
https://foundersfund.com/company/openstore/,OpenStore,Providing instant liquidity to e-commerce merchants.,https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://www.hioscar.com/,Oscar,"Oscar is fixing and humanizing healthcare through the use of technology, design, and data.",https://foundersfund.com/portfolio/,,Biotechnology & Health
https://www.palantir.com/,Palantir,Palantir’s ground-breaking software allows analysts to understand vast quantities of information.,https://foundersfund.com/portfolio/,,Analytics & Software
https://www.paxos.com/,Paxos,"Paxos is regulated blockchain infrastructure provider building enterprise solutions for an open, digital economy.",https://foundersfund.com/portfolio/,,Blockchain
https://persona.co/,Persona,Persona offers trusted identity infrastructure that allows businesses to craft personalized and automated identity experiences so they can better understand and protect users.,https://foundersfund.com/portfolio/,,Analytics & Software
https://pietra.com/,Pietra,The operating system for eCommerce brands.,https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://polymarket.com/,Polymarket,"Polymarket is the world’s largest prediction market. On Polymarket, traders predict the outcome of future events and earn when they are right.",https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://postmates.com/,Postmates,Postmates is transforming the way goods move around cities by enabling anyone to have anything delivered on-demand.,https://foundersfund.com/portfolio/,cities,Logistics
https://www.psiq.com/,PsiQuantum,"PsiQuantum is using silicon photonics to build the world’s first useful quantum computer, applying existing semiconductor and photonics manufacturing processes.",https://foundersfund.com/portfolio/,,Quantum Computing
https://www.quantcast.com/,Quantcast,Quantcast provides free measurement of audience demographics and delivers real-time advertising.,https://foundersfund.com/portfolio/,,Analytics & Software
https://radiant.com/,Radiant,"Radiant is building Kaleidos, a portable nuclear microreactor aimed at replacing diesel generators.",https://foundersfund.com/portfolio/,,Energy
https://foundersfund.com/portfolio/page-company/ramp/,Ramp,"Ramp is the only corporate card that automates accounting, lowers your bills, and earns 1.5% cashback.",https://foundersfund.com/portfolio/,,Finance
https://foundersfund.com/portfolio/,Resilience,"Resilience helps financial, risk, and information security leaders balance risk acceptance, mitigation, and transfer to continuously improve their organizations’ cyber resilience.",https://foundersfund.com/portfolio/,,Analytics & Software
https://www.rippling.com/,Rippling,"Rippling is the world’s first system of record for workforce data – allowing you to manage employees’ payroll, benefits, devices, apps, and more, all in one platform.",https://foundersfund.com/portfolio/,,Analytics & Software
https://ritual.com/,Ritual,"Ritual is a health technology company that is reinventing the products women use every single day, starting with one visionary vitamin.",https://foundersfund.com/portfolio/,,Biotechnology & Health
https://scale.com/,Scale,Scale is building infrastructure for the democratization and proliferation of AI technology.,https://foundersfund.com/portfolio/,,AI technology
https://solugen.com/,Solugen,"Develops and manufactures bio-based chemicals for use in the agriculture, energy, water, personal care, and cleaning sectors.",https://foundersfund.com/portfolio/,,Biotechnology & Health
https://www.spacex.com/,SpaceX,"The first company to achieve orbit with a liquid-fueled rocket, SpaceX develops launch systems at dramatically-lower costs than any entity — government or private — in history.",https://foundersfund.com/portfolio/,,Aerospace & Transportation
https://www.spotify.com/,Spotify,"Spotify provides users with a free, legal music library of more than 20 million tracks.",https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://foundersfund.com/portfolio/page-company/stemcentrx/,"Stemcentrx, Inc.","Stemcentrx, Inc. is developing radical new therapies and diagnostics for patients with solid tumors.",https://foundersfund.com/portfolio/,,Biotechnology & Health
https://stord.com/,Stord,Stord is building the Cloud Supply Chain – a digital 3PL with end-to-end logistics services integrated through a software platform and offered in a pay-as-you-go pricing model.,https://foundersfund.com/portfolio/,,Logistics
https://stripe.com/,Stripe,"Stripe makes it easy to perform online financial transactions, processing billions of dollars a year for thousands of businesses.",https://foundersfund.com/portfolio/,,Finance
https://swordhealth.com/,Sword Health,Sword Health provides clinical-grade digital physical therapy that outperforms in-person care.,https://foundersfund.com/portfolio/,,Biotechnology & Health
https://www.synthego.com/,Synthego,Synthego is the first and only provider of Full Stack Genome Engineering solutions.,https://foundersfund.com/portfolio/,,Biotechnology & Health
https://tagomi.com/,Tagomi,"Tagomi is an electronic brokerage for digital assets, combining institutional-grade services with proven robust infrastructure that clients have come to expect in other institutional asset classes.",https://foundersfund.com/portfolio/,,Finance
https://theathletic.com/,The Athletic,The Athletic is a direct-to-consumer subscription service serving sports fans in North America.,https://foundersfund.com/portfolio/,North America,Consumer Internet & Media
https://climate.com/,The Climate Corporation,"The Climate Corporation is a digital agriculture company that examines weather, soil and field data to help farmers determine potential yield-limiting factors in their fields.",https://foundersfund.com/portfolio/,,Analytics & Software
https://traba.com/,Traba,Traba is building a world where the supply chain operates at peak efficiency. They connect industrial businesses with reliable workers to fill open shifts and empower both businesses and workers to reach their full productivity and potential.,https://foundersfund.com/portfolio/,,Supply Chain Management
https://traderepublic.com/,Trade Republic,Trade Republic is a European platform for commission-free mobile investing.,https://foundersfund.com/portfolio/,Europe,Finance
https://www.twilio.com/,Twilio,"Twilio enables phones, VoIP and messaging to be embedded into web, desktop and mobile software.",https://foundersfund.com/portfolio/,,Analytics & Software
https://www.unitybiotechnology.com/,Unity,"Unity is developing medicines that potentially halt, slow or reverse age-associated diseases, while restoring human health.",https://foundersfund.com/portfolio/,,Biotech
https://varda.com/,Varda,"Varda is making the worlds first space factories, bringing high-value materials that can only be fabricated in microgravity, back down to earth.",https://foundersfund.com/portfolio/,,Aerospace & Transportation
https://vise.com/,Vise,Vise automates investment management for financial advisors using artificial intelligence.,https://foundersfund.com/portfolio/,,Finance
https://foundersfund.com/portfolio/page-company/wave/,Wave,"Wave is building financial infrastructure for Sub-Saharan Africa. They offer a better, faster, radically cheaper mobile money platform for consumers and businesses.",https://foundersfund.com/portfolio/,Sub-Saharan Africa,Finance
https://www.wish.com/,Wish,"Wish is a platform for discovering, collecting, and sharing products with friends.",https://foundersfund.com/portfolio/,,Consumer Internet & Media
https://withco.com/,withco,withco is the property ownership platform for small businesses.,https://foundersfund.com/portfolio/,,Real Estate & Technology
https://workrise.com/,Workrise,Workrise is the leading workforce management solution for the skilled trades.,https://foundersfund.com/portfolio/,,Analytics & Software
https://workstream.us/,Workstream,Workstream is on a mission to redesign software for the deskless workforce – starting with recruiting & employee management.,https://foundersfund.com/portfolio/,,Software
https://www.yammer.com/,Yammer,"Yammer enables employees to collaborate across departments, geographies and business applications.",https://foundersfund.com/portfolio/,,Software
https://www.zocdoc.com/,ZocDoc,"ZocDoc is the tech company at the beginning of a better healthcare experience. With a mission to give power to the patient, ZocDoc’s online marketplace delivers the accessible, seamless, and simple experience patients expect and deserve.",https://foundersfund.com/portfolio/,,Biotechnology & Health
